Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Index
"A-U, Aerogel from MTES/TEOS/UPTS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, UPTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, UPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,67,1.56,16,398,0.43,,,,,,,,,,,,,,104
Unsintered,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,,,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,690.69,,,,,,,,,,,,,,,105
Sinter 600C-4hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,600,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,714.06,,,,,,,,,,,,,,,106
Sinter 700C-4hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,700,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,658.01,,,,,,,,,,,,,,,107
Sinter 800C-4hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,800,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,609.61,,,,,,,,,,,,,,,108
Sinter 900C-4hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,900,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,514.74,,,,,,,,,,,,,,,109
Sinter 1000C-4hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,400.41,,,,,,,,,,,,,,,110
Sinter 1100C-4hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1100,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,99.46,,,,,,,,,,,,,,,111
Sinter 1200C-30min,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1200,30,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,1.51,,,,,,,,,,,,,,,112
Sinter 1300C-30min,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1300,30,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,0.0018,,,,,,,,,,,,,,,113
Sinter 1000C-15min,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,15,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,594.18,,,,,,,,,,,,,,,114
Sinter 1000C-30min,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,30,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,574.7,,,,,,,,,,,,,,,115
Sinter 1000C-1hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,60,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,507.71,,,,,,,,,,,,,,,116
Sinter 1000C-2hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,120,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,437.79,,,,,,,,,,,,,,,117
Sinter 1000C-3hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,180,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,410.03,,,,,,,,,,,,,,,118
Sinter 1000C-14hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1000,240,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,400.41,,,,,,,,,,,,,,,119
Sinter 1100C-15min,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1100,15,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,416.98,,,,,,,,,,,,,,,120
Sinter 1100C-30min,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1100,30,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,339.81,,,,,,,,,,,,,,,121
Sinter 1100C-1hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1100,60,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,263.94,,,,,,,,,,,,,,,122
Sinter 1100C-2hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1100,120,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,178.65,,,,,,,,,,,,,,,123
Sinter 1100C-3hr,Huafei Cai et al.,Nanostructure evolution of silica aerogels under rapid heating from 600 °C to 1300 °C via in-situ TEM observation,2020.0,60.0,1.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,,,NH4OH,,,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,1100,180,,,,No,,,,,,Yes,,,No,,,,No,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,127.2,,,,,,,,,,,,,,,124
Aerogel Dried at 85,S.A. Lermontov et al.,Is Supercritical So Critical? The Choice of Temperature to Synthesize SiO2 Aerogels,2020.0,39.0,1.0,Sol-gel,,TEOS,2.13,,,,,,,EtOH,6.37,H2O,8.5,,,HF,0.087,,,,,,,,,,,,"TEOS, EtOH",,,,,,"HF, H2O",,,,,,,,,,,,,,Ambient,24,,,,EtOH,5,5,Ambient,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,85,,"1.5, 2",,,,,,,,,,,,,,,gels were supercritically dried for “1.5-2 hours” ,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,No,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,Yes,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,5.48,1115,0.62,,,,,,,,,,,,,,125
Aerogel Dried at 145,S.A. Lermontov et al.,Is Supercritical So Critical? The Choice of Temperature to Synthesize SiO2 Aerogels,2020.0,39.0,1.0,Sol-gel,,TEOS,2.13,,,,,,,EtOH,6.37,H2O,8.5,,,HF,0.087,,,,,,,,,,,,"TEOS, EtOH",,,,,,"HF, H2O",,,,,,,,,,,,,,Ambient,24,,,,EtOH,5,5,Ambient,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,145,,"1.5, 2",,,,,,,,,,,,,,,gels were supercritically dried for “1.5-2 hours” ,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,No,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,Yes,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,6.79,1060,0.41,,,,,,,,,,,,,,126
Aerogel Dried at 175,S.A. Lermontov et al.,Is Supercritical So Critical? The Choice of Temperature to Synthesize SiO2 Aerogels,2020.0,39.0,1.0,Sol-gel,,TEOS,2.13,,,,,,,EtOH,6.37,H2O,8.5,,,HF,0.087,,,,,,,,,,,,"TEOS, EtOH",,,,,,"HF, H2O",,,,,,,,,,,,,,Ambient,24,,,,EtOH,5,5,Ambient,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,175,,"1.5, 2",,,,,,,,,,,,,,,gels were supercritically dried for “1.5-2 hours” ,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,No,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,Yes,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,7.31,1018,0.34,,,,,,,,,,,,,,127
Aerogel Dried at 205,S.A. Lermontov et al.,Is Supercritical So Critical? The Choice of Temperature to Synthesize SiO2 Aerogels,2020.0,39.0,1.0,Sol-gel,,TEOS,2.13,,,,,,,EtOH,6.37,H2O,8.5,,,HF,0.087,,,,,,,,,,,,"TEOS, EtOH",,,,,,"HF, H2O",,,,,,,,,,,,,,Ambient,24,,,,EtOH,5,5,Ambient,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,205,,"1.5, 2",,,,,,,,,,,,,,,gels were supercritically dried for “1.5-2 hours” ,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,No,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,Yes,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,7.87,949,0.28,,,,,,,,,,,,,,128
Aerogel Dried at 235,S.A. Lermontov et al.,Is Supercritical So Critical? The Choice of Temperature to Synthesize SiO2 Aerogels,2020.0,39.0,1.0,Sol-gel,,TEOS,2.13,,,,,,,EtOH,6.37,H2O,8.5,,,HF,0.087,,,,,,,,,,,,"TEOS, EtOH",,,,,,"HF, H2O",,,,,,,,,,,,,,Ambient,24,,,,EtOH,5,5,Ambient,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,235,,"1.5, 2",,,,,,,,,,,,,,,gels were supercritically dried for “1.5-2 hours” ,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,No,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,Yes,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,8.46,954,0.15,,,,,,,,,,,,,,129
Aerogel Dried at 265,S.A. Lermontov et al.,Is Supercritical So Critical? The Choice of Temperature to Synthesize SiO2 Aerogels,2020.0,39.0,1.0,Sol-gel,,TEOS,2.13,,,,,,,EtOH,6.37,H2O,8.5,,,HF,0.087,,,,,,,,,,,,"TEOS, EtOH",,,,,,"HF, H2O",,,,,,,,,,,,,,Ambient,24,,,,EtOH,5,5,Ambient,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,265,,"1.5, 2",,,,,,,,,,,,,,,gels were supercritically dried for “1.5-2 hours” ,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,No,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,Yes,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,8.15,932,0.14,,,,,,,,,,,,,,130
SiO2 aerogel,Vinayak Parale et al.,Hydrophobic TiO2–SiO2 composite aerogels synthesized via in situ epoxy-ring opening polymerization and sol-gel process for enhanced degradation activity,2020.0,53.0,17.0,Sol-gel,,MTMS,,"GPTMS, APTES",,TBO,,,,MeOH,,,,,,Oxalic Acid,0.01,,,,,,,,,,,,"MTMS, GPTMS, APTES, MeOH",400,1440,,Ambient,,Oxalic Acid,,,,,,,,,,,,<30,MeOH,50,48,,,,,,,,,,,,,,,,,,,,"During the aging process, methanol was refreshed every 12 hours",Supercritical Drying,Nitrogen Atmosphere,265,12.159,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,,1.85,56.66,131,,,,,,,,,,,,,,,131
(Ti/Si)0.2 aerogel,Vinayak Parale et al.,Hydrophobic TiO2–SiO2 composite aerogels synthesized via in situ epoxy-ring opening polymerization and sol-gel process for enhanced degradation activity,2020.0,53.0,17.0,Sol-gel,,MTMS,,"GPTMS, APTES",,TBO,,,,MeOH,,,,,,Oxalic Acid,0.01,,,,,,,,,,,,"TBO, MTMS, GPTMS, APTES, MeOH",400,1440,,Ambient,,Oxalic Acid,,,,,,,,,,,,<30,MeOH,50,48,,,,,,,,,,,,,,,,,,,,"During the aging process, methanol was refreshed every 12 hours",Supercritical Drying,Nitrogen Atmosphere,265,12.159,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,,2.27,44.15,206,,,,,,,,,,,,,,,132
