Final Material,Authors,Corresponding Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Index
S2-Ba2+,"Zhixu Wu, Haifeng Chen, Qixan Du, Lin Yu, Ruiyang Zhang","Xianghua Yang (yangxianghua@gdut.edu.cn), Ying Zhou (yzhou@swpu.edu.cn)",A Facile Preparation of Ambient Pressure–Dried Hydrophilic Silica Aerogels and Their Application in Aqueous Dye Removal,2020.0,43.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,DMF,,HCl,0.1,,NH4OH,0.5,,,Ba2+,0.03,,,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,Ambient,,,,,,Ambient,,15,EtOH,Ambient,24,,,,Ba2+,1,1,Ambient,N-hexane,4,0.5,Ambient,,,,,,,,,,,,,There is a modifier solvent but it is not named,Ambient Pressure Drying,,Ambient,Ambient,24,,60,Ambient,4,,100,2,,Ambient,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.52,2.86,713.65,,,,Monolithic,,,,,,,,,,,69
S3-Cu2+,"Zhixu Wu, Haifeng Chen, Qixan Du, Lin Yu, Ruiyang Zhang","Xianghua Yang (yangxianghua@gdut.edu.cn), Ying Zhou (yzhou@swpu.edu.cn)",A Facile Preparation of Ambient Pressure–Dried Hydrophilic Silica Aerogels and Their Application in Aqueous Dye Removal,2020.0,43.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,DMF,,HCl,0.1,,NH4OH,0.5,,,Cu2+,0.03,,,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,Ambient,,,,,,Ambient,,15,EtOH,Ambient,24,,,,Cu2+,1,1,Ambient,N-hexane,4,0.5,Ambient,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,60,Ambient,4,,100,2,,Ambient,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.47,2.9,652.83,,,,Monolithic,,,,,,,,,,,70
S4-Fe3+,"Zhixu Wu, Haifeng Chen, Qixan Du, Lin Yu, Ruiyang Zhang","Xianghua Yang (yangxianghua@gdut.edu.cn), Ying Zhou (yzhou@swpu.edu.cn)",A Facile Preparation of Ambient Pressure–Dried Hydrophilic Silica Aerogels and Their Application in Aqueous Dye Removal,2020.0,43.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,DMF,,HCl,0.1,,NH4OH,0.5,,,Fe3+,0.03,,,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,Ambient,,,,,,Ambient,,15,EtOH,Ambient,24,,,,Fe3+,1,1,Ambient,N-hexane,4,0.5,Ambient,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,60,Ambient,4,,100,2,,Ambient,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.8,3.7,855.62,,,,Monolithic,,,,,,,,,,,71
S5-Ca2+,"Zhixu Wu, Haifeng Chen, Qixan Du, Lin Yu, Ruiyang Zhang","Xianghua Yang (yangxianghua@gdut.edu.cn), Ying Zhou (yzhou@swpu.edu.cn)",A Facile Preparation of Ambient Pressure–Dried Hydrophilic Silica Aerogels and Their Application in Aqueous Dye Removal,2020.0,43.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,DMF,,HCl,0.1,,NH4OH,0.5,,,Ca2+,0.03,,,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,Ambient,,,,,,Ambient,,15,EtOH,Ambient,24,,,,Ca2+,1,1,Ambient,N-hexane,4,0.5,Ambient,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,60,Ambient,4,,100,2,,Ambient,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.64,5.09,504.78,,,,Monolithic,,,,,,,,,,,72
S6-Mg2+,"Zhixu Wu, Haifeng Chen, Qixan Du, Lin Yu, Ruiyang Zhang","Xianghua Yang (yangxianghua@gdut.edu.cn), Ying Zhou (yzhou@swpu.edu.cn)",A Facile Preparation of Ambient Pressure–Dried Hydrophilic Silica Aerogels and Their Application in Aqueous Dye Removal,2020.0,43.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,DMF,,HCl,0.1,,NH4OH,0.5,,,Mg2+,0.03,,,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,Ambient,,,,,,Ambient,,15,EtOH,Ambient,24,,,,Mg2+,1,1,Ambient,N-hexane,4,0.5,Ambient,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,60,Ambient,4,,100,2,,Ambient,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.09,9.35,468.18,,,,Monolithic,,,,,,,,,,,73
S7-TMCS,"Zhixu Wu, Haifeng Chen, Qixan Du, Lin Yu, Ruiyang Zhang","Xianghua Yang (yangxianghua@gdut.edu.cn), Ying Zhou (yzhou@swpu.edu.cn)",A Facile Preparation of Ambient Pressure–Dried Hydrophilic Silica Aerogels and Their Application in Aqueous Dye Removal,2020.0,43.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,H2O,,DMF,,HCl,0.1,,NH4OH,0.5,,,TMCS,0.03,,,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,Ambient,,,,,,Ambient,,15,EtOH,Ambient,24,,,,TMCS,1,1,Ambient,N-hexane,4,0.5,Ambient,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,60,Ambient,4,,100,2,,Ambient,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.84,4.87,650.44,,,,Monolithic,,,,,,,,,,,74
"TEOS- EtOH/Si molar ratio of 6, KP wt. % of 5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,The first 30 minutes of sol 1 is stirring and rest is standing.,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.276,1.52,0.0594,,,I am fairly certain prepared gels were mesoporous monolithic but I am not 100%,,,,,,,,,75
"TEOS- EtOH/Si molar ratio of 6, KP wt. % of 8","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,The NH4OH is added after 30 minutes of stirring,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,81.6,,32.4,466.2,0.216,1.008,0.0366,,,,,,,,,,,,76
"TEOS- EtOH/Si molar ratio of 10, KP wt. % of 6.5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.211,1.05,0.0449,,,,,,,,,,,,77
"TEOS- EtOH/Si molar ratio of 10, KP wt. % of 5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.288,2.25,0.0556,,,,,,,,,,,,78
"TEOS- EtOH/Si molar ratio of 14, KP wt. % of 8","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,81,,31.3,428.4,0.241,2.6,0.0453,,,,,,,,,,,,79
TEOS0.9/VTMS0.1,"Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,80
TEOS0.8/VTMS0.2,"Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,81
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 6, KP wt. % of 6.5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.208,1.71,0.0347,,,,,,,,,,,,82
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 6, KP wt. % of 5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.242,1.81,0.0313,,,,,,,,,,,,83
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 10, KP wt. % of 6.5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,81.1,,24.4,619.9,0.214,1.81,0.0387,,,,,,,,,,,,84
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 10, KP wt. % of 8","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.231,1.56,0.0358,,,,,,,,,,,,85
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 14, KP wt. % of 6.5","Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.236,1.24,0.046,,,,,,,,,,,,86
TEOS0.7/VTMS0.3,"Mariana Ghica (meghica@eq.uc.pt) , Claudio M. R. Almeida (claudio@eq.uc.pt), Mariana Fonseca (mariana.fonseca.64@gmail.com), Antonio Portugal (atp@eq.uc.pt)",Luisa Duraes (luisa@eq.uc.pt),"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,87
